"","word","sentiment","n"
"2224","saver","positive",1
"2225","savings","positive",1
"2226","savior","positive",1
"2227","savvy","positive",1
"2228","scaly","negative",1
"2229","scam","negative",1
"2230","scams","negative",1
"2231","scandal","negative",1
"2232","scandalous","negative",1
"2233","scandals","negative",1
"2234","scapegoat","negative",1
"2235","scarce","negative",1
"2236","scarcely","negative",1
"2237","scarcity","negative",1
"2238","scare","negative",1
"2239","scared","negative",1
"2240","scarier","negative",1
"2241","scariest","negative",1
"2242","scarily","negative",1
"2243","scary","negative",1
"2244","scathing","negative",1
"2245","scenic","positive",1
"2246","sceptical","negative",1
"2247","scourge","negative",1
"2248","scramble","negative",1
"2249","scrambles","negative",1
"2250","scrambling","negative",1
"2251","scrap","negative",1
"2252","scratch","negative",1
"2253","scream","negative",1
"2254","screech","negative",1
"2255","screwed","negative",1
"2256","scum","negative",1
"2257","seamless","positive",1
"2258","secretive","negative",1
"2259","secure","positive",1
"2260","securely","positive",1
"2261","seethe","negative",1
"2262","selective","positive",1
"2263","selfish","negative",1
"2264","senile","negative",1
"2265","sensational","positive",1
"2266","senseless","negative",1
"2267","sensible","positive",1
"2268","sensibly","positive",1
"2269","sensitive","positive",1
"2270","seriousness","negative",1
"2271","setback","negative",1
"2272","setbacks","negative",1
"2273","severe","negative",1
"2274","severity","negative",1
"2275","sexy","positive",1
"2276","shabby","negative",1
"2277","shady","negative",1
"2278","shake","negative",1
"2279","shaky","negative",1
"2280","shallow","negative",1
"2281","sham","negative",1
"2282","shambles","negative",1
"2283","shame","negative",1
"2284","shameful","negative",1
"2285","shameless","negative",1
"2286","shamelessly","negative",1
"2287","shark","negative",1
"2288","sharp","positive",1
"2289","sharper","positive",1
"2290","sharply","negative",1
"2291","shimmer","negative",1
"2292","shimmy","negative",1
"2293","shine","positive",1
"2294","shiny","positive",1
"2295","shit","negative",1
"2296","shock","negative",1
"2297","shocked","negative",1
"2298","shocking","negative",1
"2299","shockingly","negative",1
"2300","shoddy","negative",1
"2301","shortage","negative",1
"2302","shortcomings","negative",1
"2303","shortsighted","negative",1
"2304","showdown","negative",1
"2305","shriek","negative",1
"2306","shrug","negative",1
"2307","sick","negative",1
"2308","sickness","negative",1
"2309","siege","negative",1
"2310","significant","positive",1
"2311","silent","positive",1
"2312","silly","negative",1
"2313","simpler","positive",1
"2314","simplest","positive",1
"2315","simplified","positive",1
"2316","simplifies","positive",1
"2317","simplify","positive",1
"2318","sin","negative",1
"2319","sincere","positive",1
"2320","sincerely","positive",1
"2321","sincerity","positive",1
"2322","sinful","negative",1
"2323","sink","negative",1
"2324","sinking","negative",1
"2325","skeletons","negative",1
"2326","skeptic","negative",1
"2327","skeptical","negative",1
"2328","skepticism","negative",1
"2329","sketchy","negative",1
"2330","skill","positive",1
"2331","skilled","positive",1
"2332","skinny","negative",1
"2333","slack","negative",1
"2334","slap","negative",1
"2335","slashing","negative",1
"2336","slaughter","negative",1
"2337","slave","negative",1
"2338","slaves","negative",1
"2339","sleazy","negative",1
"2340","sleek","positive",1
"2341","slick","positive",1
"2342","slog","negative",1
"2343","slooow","negative",1
"2344","sloppy","negative",1
"2345","slow","negative",1
"2346","slowed","negative",1
"2347","slower","negative",1
"2348","slowest","negative",1
"2349","slowly","negative",1
"2350","smack","negative",1
"2351","smart","positive",1
"2352","smarter","positive",1
"2353","smartest","positive",1
"2354","smartly","positive",1
"2355","smash","negative",1
"2356","smear","negative",1
"2357","smell","negative",1
"2358","smelling","negative",1
"2359","smells","negative",1
"2360","smile","positive",1
"2361","smiles","positive",1
"2362","smiling","positive",1
"2363","smoke","negative",1
"2364","smokescreen","negative",1
"2365","smooth","positive",1
"2366","smoother","positive",1
"2367","smoothest","positive",1
"2368","smoothly","positive",1
"2369","snag","negative",1
"2370","snagged","negative",1
"2371","snags","negative",1
"2372","snarky","negative",1
"2373","snarl","negative",1
"2374","snazzy","positive",1
"2375","sneak","negative",1
"2376","sneering","negative",1
"2377","sober","negative",1
"2378","sobering","negative",1
"2379","soft","positive",1
"2380","softer","positive",1
"2381","solid","positive",1
"2382","solidarity","positive",1
"2383","somber","negative",1
"2384","sophisticated","positive",1
"2385","sorely","negative",1
"2386","sorry","negative",1
"2387","spacious","positive",1
"2388","spank","negative",1
"2389","spectacular","positive",1
"2390","spectacularly","positive",1
"2391","speedy","positive",1
"2392","spewing","negative",1
"2393","spilling","negative",1
"2394","spite","negative",1
"2395","spiteful","negative",1
"2396","splendid","positive",1
"2397","split","negative",1
"2398","splitting","negative",1
"2399","spoiled","negative",1
"2400","spontaneous","positive",1
"2401","spook","negative",1
"2402","spookiest","negative",1
"2403","spooky","negative",1
"2404","sporty","positive",1
"2405","spotless","positive",1
"2406","spotty","negative",1
"2407","spurn","negative",1
"2408","squash","negative",1
"2409","squeaky","negative",1
"2410","stab","negative",1
"2411","stability","positive",1
"2412","stable","positive",1
"2413","stagnation","negative",1
"2414","stain","negative",1
"2415","stains","negative",1
"2416","stall","negative",1
"2417","stalls","negative",1
"2418","stammer","negative",1
"2419","stampede","negative",1
"2420","standout","positive",1
"2421","stark","negative",1
"2422","startling","negative",1
"2423","starvation","negative",1
"2424","starve","negative",1
"2425","static","negative",1
"2426","steadfast","positive",1
"2427","steady","positive",1
"2428","steal","negative",1
"2429","stealing","negative",1
"2430","steals","negative",1
"2431","steep","negative",1
"2432","stellar","positive",1
"2433","stern","negative",1
"2434","sticky","negative",1
"2435","stiff","negative",1
"2436","stifle","negative",1
"2437","stifling","negative",1
"2438","stigma","negative",1
"2439","stimulate","positive",1
"2440","stimulating","positive",1
"2441","sting","negative",1
"2442","stingy","negative",1
"2443","stink","negative",1
"2444","stole","negative",1
"2445","stolen","negative",1
"2446","stooges","negative",1
"2447","straighten","positive",1
"2448","straightforward","positive",1
"2449","strain","negative",1
"2450","strange","negative",1
"2451","strangely","negative",1
"2452","stranger","negative",1
"2453","strangle","negative",1
"2454","streamlined","positive",1
"2455","strenuous","negative",1
"2456","stress","negative",1
"2457","stresses","negative",1
"2458","stressful","negative",1
"2459","stressfully","negative",1
"2460","strict","negative",1
"2461","strictly","negative",1
"2462","strike","negative",1
"2463","striking","positive",1
"2464","striving","positive",1
"2465","strong","positive",1
"2466","stronger","positive",1
"2467","strongest","positive",1
"2468","struck","negative",1
"2469","struggle","negative",1
"2470","struggled","negative",1
"2471","struggles","negative",1
"2472","struggling","negative",1
"2473","stubborn","negative",1
"2474","stubbornly","negative",1
"2475","stuck","negative",1
"2476","stumbled","negative",1
"2477","stump","negative",1
"2478","stumped","negative",1
"2479","stumps","negative",1
"2480","stun","negative",1
"2481","stunned","positive",1
"2482","stunning","positive",1
"2483","stunningly","positive",1
"2484","stunt","negative",1
"2485","stupid","negative",1
"2486","stupidest","negative",1
"2487","stupidity","negative",1
"2488","stupidly","negative",1
"2489","sturdy","positive",1
"2490","stylish","positive",1
"2491","stymied","negative",1
"2492","subdued","negative",1
"2493","subjected","negative",1
"2494","sublime","positive",1
"2495","subpoena","negative",1
"2496","subsidize","positive",1
"2497","subsidized","positive",1
"2498","subsidizes","positive",1
"2499","subsidizing","positive",1
"2500","substantive","positive",1
"2501","subtract","negative",1
"2502","subversion","negative",1
"2503","subversive","negative",1
"2504","succeed","positive",1
"2505","succeeding","positive",1
"2506","succeeds","positive",1
"2507","success","positive",1
"2508","successful","positive",1
"2509","successfully","positive",1
"2510","succumb","negative",1
"2511","suck","negative",1
"2512","sucked","negative",1
"2513","sucks","negative",1
"2514","sucky","negative",1
"2515","sue","negative",1
"2516","sued","negative",1
"2517","sues","negative",1
"2518","suffer","negative",1
"2519","suffered","negative",1
"2520","sufferers","negative",1
"2521","suffering","negative",1
"2522","suffers","negative",1
"2523","suffice","positive",1
"2524","sufficient","positive",1
"2525","sufficiently","positive",1
"2526","suffocate","negative",1
"2527","suicidal","negative",1
"2528","suicide","negative",1
"2529","suitable","positive",1
"2530","sullen","negative",1
"2531","sully","negative",1
"2532","sunk","negative",1
"2533","super","positive",1
"2534","superb","positive",1
"2535","superbly","positive",1
"2536","superfluous","negative",1
"2537","superior","positive",1
"2538","superiority","positive",1
"2539","support","positive",1
"2540","supported","positive",1
"2541","supporter","positive",1
"2542","supporting","positive",1
"2543","supportive","positive",1
"2544","supports","positive",1
"2545","supremacy","positive",1
"2546","supreme","positive",1
"2547","surpass","positive",1
"2548","surreal","positive",1
"2549","surrender","negative",1
"2550","survival","positive",1
"2551","susceptible","negative",1
"2552","suspect","negative",1
"2553","suspicion","negative",1
"2554","suspicions","negative",1
"2555","suspicious","negative",1
"2556","sustainability","positive",1
"2557","sustainable","positive",1
"2558","sweeping","positive",1
"2559","sweet","positive",1
"2560","swift","positive",1
"2561","swiftness","positive",1
"2562","swindle","negative",1
"2563","swipe","negative",1
"2564","symptom","negative",1
"2565","symptoms","negative",1
"2566","syndrome","negative",1
"2567","taint","negative",1
"2568","tainted","negative",1
"2569","talent","positive",1
"2570","talented","positive",1
"2571","talents","positive",1
"2572","tamper","negative",1
"2573","tangle","negative",1
"2574","tangled","negative",1
"2575","tank","negative",1
"2576","tanks","negative",1
"2577","tantalizing","positive",1
"2578","tantalizingly","positive",1
"2579","tantrum","negative",1
"2580","tarnishing","negative",1
"2581","taxing","negative",1
"2582","tease","negative",1
"2583","tedious","negative",1
"2584","temper","negative",1
"2585","temptation","negative",1
"2586","tempting","positive",1
"2587","tension","negative",1
"2588","tentative","negative",1
"2589","tentatively","negative",1
"2590","terrible","negative",1
"2591","terribly","negative",1
"2592","terrific","positive",1
"2593","terror","negative",1
"2594","terrorism","negative",1
"2595","terrorize","negative",1
"2596","thank","positive",1
"2597","thankful","positive",1
"2598","thinner","positive",1
"2599","thirst","negative",1
"2600","thorny","negative",1
"2601","thoughtful","positive",1
"2602","thoughtless","negative",1
"2603","thrash","negative",1
"2604","threat","negative",1
"2605","threaten","negative",1
"2606","threatening","negative",1
"2607","threats","negative",1
"2608","threesome","negative",1
"2609","thrift","positive",1
"2610","thrill","positive",1
"2611","thrilled","positive",1
"2612","thrilling","positive",1
"2613","thrillingly","positive",1
"2614","thrills","positive",1
"2615","thrive","positive",1
"2616","thriving","positive",1
"2617","throttle","negative",1
"2618","thug","negative",1
"2619","thwart","negative",1
"2620","tidy","positive",1
"2621","timely","positive",1
"2622","timid","negative",1
"2623","tired","negative",1
"2624","tiresome","negative",1
"2625","tolerable","positive",1
"2626","toll","negative",1
"2627","top","positive",1
"2628","topple","negative",1
"2629","tops","positive",1
"2630","torture","negative",1
"2631","tough","positive",1
"2632","tougher","positive",1
"2633","toughest","positive",1
"2634","tout","negative",1
"2635","touted","negative",1
"2636","touts","negative",1
"2637","toxic","negative",1
"2638","traction","positive",1
"2639","tragedy","negative",1
"2640","tragic","negative",1
"2641","tragically","negative",1
"2642","transparent","positive",1
"2643","trap","negative",1
"2644","trapped","negative",1
"2645","trash","negative",1
"2646","trauma","negative",1
"2647","traumatic","negative",1
"2648","travesty","negative",1
"2649","treacherous","negative",1
"2650","treasure","positive",1
"2651","tremendously","positive",1
"2652","trendy","positive",1
"2653","trick","negative",1
"2654","tricked","negative",1
"2655","tricky","negative",1
"2656","triumph","positive",1
"2657","trivial","negative",1
"2658","trivially","positive",1
"2659","trophy","positive",1
"2660","trouble","negative",1
"2661","troubled","negative",1
"2662","troublemaker","negative",1
"2663","troubles","negative",1
"2664","troubling","negative",1
"2665","trump","positive",1
"2666","trust","positive",1
"2667","trusted","positive",1
"2668","trusting","positive",1
"2669","trustworthiness","positive",1
"2670","trustworthy","positive",1
"2671","tumble","negative",1
"2672","tumbled","negative",1
"2673","tumbles","negative",1
"2674","tumultuous","negative",1
"2675","turmoil","negative",1
"2676","twist","negative",1
"2677","twisted","negative",1
"2678","twists","negative",1
"2679","ugh","negative",1
"2680","ugliest","negative",1
"2681","ugly","negative",1
"2682","ulterior","negative",1
"2683","ultimatum","negative",1
"2684","unable","negative",1
"2685","unacceptable","negative",1
"2686","unacceptably","negative",1
"2687","unaffected","positive",1
"2688","unappealing","negative",1
"2689","unassailable","positive",1
"2690","unavailable","negative",1
"2691","unbearable","negative",1
"2692","unbeatable","positive",1
"2693","unbelievable","negative",1
"2694","unbelievably","negative",1
"2695","uncertain","negative",1
"2696","unclear","negative",1
"2697","uncomfortable","negative",1
"2698","uncomfortably","negative",1
"2699","unconditional","positive",1
"2700","undecided","negative",1
"2701","undefined","negative",1
"2702","undercut","negative",1
"2703","underestimate","negative",1
"2704","undermine","negative",1
"2705","undermined","negative",1
"2706","undermines","negative",1
"2707","underpaid","negative",1
"2708","understandable","positive",1
"2709","undocumented","negative",1
"2710","undone","negative",1
"2711","undue","negative",1
"2712","unease","negative",1
"2713","uneasy","negative",1
"2714","unemployed","negative",1
"2715","unequivocal","positive",1
"2716","unequivocally","positive",1
"2717","unethical","negative",1
"2718","uneven","negative",1
"2719","uneventful","negative",1
"2720","unexpected","negative",1
"2721","unexpectedly","negative",1
"2722","unfairly","negative",1
"2723","unfamiliar","negative",1
"2724","unfavorable","negative",1
"2725","unfinished","negative",1
"2726","unforeseen","negative",1
"2727","unfortunate","negative",1
"2728","unfortunately","negative",1
"2729","unfounded","negative",1
"2730","unfriendly","negative",1
"2731","unfulfilled","negative",1
"2732","unhappy","negative",1
"2733","unhealthy","negative",1
"2734","unhelpful","negative",1
"2735","unimaginable","negative",1
"2736","unimaginably","negative",1
"2737","unity","positive",1
"2738","unknown","negative",1
"2739","unleash","negative",1
"2740","unlicensed","negative",1
"2741","unlikely","negative",1
"2742","unlimited","positive",1
"2743","unmatched","positive",1
"2744","unnatural","negative",1
"2745","unnecessary","negative",1
"2746","unneeded","negative",1
"2747","unnerving","negative",1
"2748","unnoticed","negative",1
"2749","unorthodox","negative",1
"2750","unparalleled","positive",1
"2751","unpleasant","negative",1
"2752","unpopular","negative",1
"2753","unpredictable","negative",1
"2754","unprepared","negative",1
"2755","unproductive","negative",1
"2756","unprofitable","negative",1
"2757","unproven","negative",1
"2758","unquestionable","positive",1
"2759","unravel","negative",1
"2760","unreal","positive",1
"2761","unrealistic","negative",1
"2762","unreliable","negative",1
"2763","unrest","negative",1
"2764","unrestricted","positive",1
"2765","unrivaled","positive",1
"2766","unruly","negative",1
"2767","unsafe","negative",1
"2768","unsettled","negative",1
"2769","unsettling","negative",1
"2770","unstable","negative",1
"2771","unsuccessful","negative",1
"2772","unsure","negative",1
"2773","unsuspecting","negative",1
"2774","untested","negative",1
"2775","unthinkable","negative",1
"2776","untouched","negative",1
"2777","unusual","negative",1
"2778","unwanted","negative",1
"2779","unwilling","negative",1
"2780","unwise","negative",1
"2781","unworkable","negative",1
"2782","upbeat","positive",1
"2783","upgradable","positive",1
"2784","upgraded","positive",1
"2785","upheaval","negative",1
"2786","uplift","positive",1
"2787","uprising","negative",1
"2788","uproar","negative",1
"2789","upscale","positive",1
"2790","upset","negative",1
"2791","upsets","negative",1
"2792","upsetting","negative",1
"2793","urgent","negative",1
"2794","usable","positive",1
"2795","useful","positive",1
"2796","useless","negative",1
"2797","usurp","negative",1
"2798","utterly","negative",1
"2799","vague","negative",1
"2800","vain","negative",1
"2801","valiant","positive",1
"2802","valuable","positive",1
"2803","vanity","negative",1
"2804","variety","positive",1
"2805","vengeful","negative",1
"2806","vent","negative",1
"2807","veritable","positive",1
"2808","versatile","positive",1
"2809","vex","negative",1
"2810","vibrant","positive",1
"2811","vibrate","negative",1
"2812","vice","negative",1
"2813","vicious","negative",1
"2814","victorious","positive",1
"2815","victory","positive",1
"2816","vigilance","positive",1
"2817","villains","negative",1
"2818","violate","negative",1
"2819","violation","negative",1
"2820","violator","negative",1
"2821","violent","negative",1
"2822","violently","negative",1
"2823","virtue","positive",1
"2824","virtuous","positive",1
"2825","virus","negative",1
"2826","visionary","positive",1
"2827","volatility","negative",1
"2828","vomit","negative",1
"2829","vomiting","negative",1
"2830","vomits","negative",1
"2831","vulgar","negative",1
"2832","vulnerable","negative",1
"2833","wack","negative",1
"2834","warily","negative",1
"2835","warm","positive",1
"2836","warmer","positive",1
"2837","warmly","positive",1
"2838","warned","negative",1
"2839","warning","negative",1
"2840","warp","negative",1
"2841","warped","negative",1
"2842","wary","negative",1
"2843","waste","negative",1
"2844","wasted","negative",1
"2845","wasteful","negative",1
"2846","wasting","negative",1
"2847","wayward","negative",1
"2848","weak","negative",1
"2849","weaken","negative",1
"2850","weaker","negative",1
"2851","weakness","negative",1
"2852","weaknesses","negative",1
"2853","wealthy","positive",1
"2854","wedge","negative",1
"2855","weed","negative",1
"2856","weird","negative",1
"2857","weirdly","negative",1
"2858","welcome","positive",1
"2859","well","positive",1
"2860","wellbeing","positive",1
"2861","whips","negative",1
"2862","whoa","positive",1
"2863","wholeheartedly","positive",1
"2864","wicked","negative",1
"2865","wild","negative",1
"2866","wildly","negative",1
"2867","willing","positive",1
"2868","willingness","positive",1
"2869","wimpy","negative",1
"2870","win","positive",1
"2871","windfall","positive",1
"2872","winner","positive",1
"2873","winners","positive",1
"2874","winning","positive",1
"2875","wins","positive",1
"2876","wisdom","positive",1
"2877","wise","positive",1
"2878","wisely","positive",1
"2879","witty","positive",1
"2880","woeful","negative",1
"2881","won","positive",1
"2882","wonder","positive",1
"2883","wonderful","positive",1
"2884","wonders","positive",1
"2885","wondrous","positive",1
"2886","woo","positive",1
"2887","work","positive",1
"2888","workable","positive",1
"2889","worked","positive",1
"2890","works","positive",1
"2891","worn","negative",1
"2892","worried","negative",1
"2893","worries","negative",1
"2894","worrisome","negative",1
"2895","worry","negative",1
"2896","worrying","negative",1
"2897","worryingly","negative",1
"2898","worse","negative",1
"2899","worsen","negative",1
"2900","worst","negative",1
"2901","worth","positive",1
"2902","worthless","negative",1
"2903","worthlessness","negative",1
"2904","worthwhile","positive",1
"2905","worthy","positive",1
"2906","wound","negative",1
"2907","wow","positive",1
"2908","wowed","positive",1
"2909","wows","positive",1
"2910","wrangle","negative",1
"2911","wreak","negative",1
"2912","wreaks","negative",1
"2913","wreck","negative",1
"2914","wrestle","negative",1
"2915","wrong","negative",1
"2916","wrongful","negative",1
"2917","yawn","negative",1
"2918","yay","positive",1
"2919","zippy","positive",1
"2920","zombie","negative",1
